"","id","respdate","endtime","qA1","qA2","qA3a","qA3b","qA4","qA5","qA6","qA7","qA8","nq15","q66","q67_1","q67_2","q67_3","q67_4","q67_5","q67_6","q67_7","q67_8","q68","q69_1","q69_2","q69_3","q69_4","q69_5","q69_6","q69_7","q69_8","q70","q71_1","q71_2","q71_3","q71_4","q71_5","q71_6","q71_7","q71_8","q72","q73_1","q73_2","q73_3","q73_4","q73_5","q73_6","q73_7","q73_8","q74","q81_1","q81_2","q81_3","q81_4","q81_5","q81_6","q81_7","q81_8","q82","q84a_1","q84a_2","q84a_3","q84a_4","q84a_5","q84a_6","q84a_7","q84a_8","q84b","q75_1","q75_2","q75_3","q75_4","q75_5","q75_6","q75_7","q75_8","q76","q77_1","q77_2","q77_3","q77_4","q77_5","q77_6","q77_7","q77_8","q78","q83_1","q83_2","q83_3","q83_4","q83_5","q83_6","q83_7","q83_8","q84","q85","q86_1","q86_2","q86_3","q86_5","q86_6","q86_7","q86_8","q86_9","q86_10","q86_11","q87","q88","q89","q90","q91","q92","q92a","q92b","q92c","q92d","Impprobgb","qB1","qB2","qB3","qB4","qB5","qB6","qB7","qB8","qB9","qB10","qB11","qB12","qB13","qB14","qB15","qB16","qB17","qC1","qC2","qC3","qC4","qC5","qC6","qC7","qC8","qC9","qC10","qC11","qC12","qC13","qC14","qC15","qC16","qC17","qC18","qD1","qD2","qD3","qD4","qD5","qD6","qD7","qD8","qD8a","qD8b","qD8c","qD8d","qD9","qD9a","qD9b","qD9c","qD9d","qD10","qD11","qD12","qD13","qD14","profile_bpcage","profile_gender","profile_socialgrade_old","profile_newspaper_readership","W8","W8vote","filter_$"
"423",423,2010-05-07,2010-05-07 15:33:28,1,1,2,"__NA__",1,1,"__NA__",NA,"__NA__",2,2,1,2,2,2,2,2,2,2,"__NA__",2,1,2,2,1,2,1,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","Economy",4,"__NA__","Economy",4,"__NA__",3,2,6,5,6,1,4,5,4,4,5,3,9,4,1,1,9,4,1,1,7,4,4,10,4,1,1,5,6,2,"__NA__",2,"__NA__",4,2,1,1,1,1,1,2,1,3,3,3,3,2,4,4,5,1,1,1,2,1,0.988602348202733,1.02925466244058,0
"424",424,2010-05-07,2010-05-07 15:34:20,1,1,7,"__NA__",1,1,"__NA__",NA,"__NA__",3,2,2,1,1,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,2,2,2,2,2,2,2,"__NA__",5,3,3,NA,NA,NA,NA,NA,NA,"Europe","Europe",9,"__NA__","devoloution",12,"__NA__",3,3,3,3,4,1,5,3,5,5,3,3,5,7,5,3,4,5,5,5,5,5,2,3,4,3,1,11,2,3,"__NA__",3,"__NA__",1,4,2,1,2,3,3,2,1,2,2,3,2,1,4,4,3,2,2,1,2,4,1.86169471367249,1.41189335380023,0
"425",425,2010-05-07,2010-05-07 15:34:27,1,1,2,"__NA__",3,2,"__NA__",NA,"__NA__",2,2,1,2,1,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","economy",4,"__NA__","dont know",12,"__NA__",2,3,6,5,3,3,4,3,5,6,6,1,9,4,3,1,9,4,12,12,12,12,3,11,1,1,1,1,1,2,"__NA__",9,"would not have voted",3,1,2,1,2,3,2,2,1,3,3,3,3,5,4,4,5,2,2,2,1,2,0.573710959400393,0.604773945266179,0
"426",426,2010-05-07,2010-05-07 15:34:46,1,1,1,"__NA__",2,2,"__NA__",NA,"__NA__",1,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","To continue getting us further vout of recession.",3,"__NA__","don't know",12,"__NA__",3,3,2,2,3,1,2,2,2,2,2,10,1,4,7,10,1,7,7,10,1,6,11,1,6,6,1,1,1,1,"__NA__",4,"__NA__",4,2,1,1,2,1,1,2,1,2,1,2,1,2,2,3,2,1,3,1,2,3,1.48784691357582,1.40715442200362,0
"427",427,2010-05-07,2010-05-07 15:35:07,2,1,2,"__NA__",2,1,"__NA__",NA,"__NA__",10,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,1,2,2,2,2,2,2,"__NA__",3,2,3,NA,2,NA,NA,NA,NA,"Economy (General)","Economy",4,"__NA__","Question of law making powers for assembly",12,"__NA__",4,2,3,2,4,1,4,4,4,3,3,2,9,4,7,5,10,8,7,6,7,2,1,11,2,6,4,3,1,4,"__NA__",2,"__NA__",3,3,1,1,1,1,2,2,1,3,2,3,2,3,2,4,3,4,3,1,2,2,0.71544322463399,0.785603209617725,0
"428",428,2010-05-07,2010-05-07 15:35:10,1,1,1,"__NA__",3,1,"__NA__",NA,"__NA__",3,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,1,1,2,2,2,2,2,"__NA__",2,4,1,NA,3,2,NA,NA,NA,"Political System","We need a strong government soon.",3,"__NA__","Wales has said it wants a Labour government so it should have",3,"__NA__",2,2,1,2,3,4,1,3,1,1,2,10,1,8,6,6,5,9,8,7,7,8,11,1,8,4,4,2,1,1,"__NA__",3,"__NA__",5,1,2,1,1,1,1,2,1,2,2,3,2,1,1,1,1,1,3,2,1,1,0.210992632349586,0.361556852110025,0
"429",429,2010-05-07,2010-05-07 15:35:11,1,1,2,"__NA__",1,1,"__NA__",NA,"__NA__",2,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,1,2,1,2,2,2,2,"__NA__",4,2,3,NA,5,NA,3,NA,NA,"Deficit","national debt",12,"__NA__","welsh assembly government",11,"the public in a referendum to abolish it",2,3,4,2,6,3,4,3,5,5,5,2,9,3,1,1,9,4,1,6,5,1,1,11,1,1,1,4,1,2,"__NA__",2,"__NA__",1,5,2,1,2,2,2,2,1,2,3,3,3,5,5,5,3,2,3,1,1,2,0.443607149529926,0.499059644929276,0
"430",430,2010-05-07,2010-05-07 15:35:19,1,1,7,"__NA__",1,1,"__NA__",NA,"__NA__",7,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Immigration / Asyl","immigration",9,"__NA__","immigration",9,"__NA__",5,3,5,3,5,3,5,3,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,7,"__NA__",7,"__NA__",1,2,2,1,2,2,2,2,1,4,4,4,4,3,3,3,5,2,3,1,1,6,0.342162242614249,0.356412134027059,0
"431",431,2010-05-07,2010-05-07 15:36:16,1,1,4,"__NA__",4,5,"Support Welsh independence.",NA,"__NA__",3,2,1,1,1,1,2,2,1,2,"__NA__",2,1,1,2,2,2,2,2,"__NA__",2,1,1,1,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,1,1,1,1,2,2,2,"__NA__",4,4,3,NA,2,2,4,5,NA,"Economy (General)","The Economy",4,"__NA__","Economy",4,"__NA__",2,2,2,2,2,2,3,1,4,3,2,7,6,8,9,4,7,8,8,7,6,5,6,4,7,8,5,1,1,4,"__NA__",4,"__NA__",5,1,1,1,1,1,1,2,1,4,2,3,1,1,2,3,1,1,1,1,2,16,1.09447791557483,1.21936490979974,0
"432",432,2010-05-07,2010-05-07 15:36:18,1,1,2,"__NA__",3,1,"__NA__",NA,"__NA__",9,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,2,2,2,2,2,2,2,"__NA__",5,2,3,NA,NA,NA,NA,NA,NA,"Deficit","the deficit and the national debt",4,"__NA__","immigration",4,"__NA__",5,3,5,1,4,1,5,3,5,5,4,1,7,1,1,1,10,4,3,12,7,12,1,11,1,1,1,1,1,2,"__NA__",2,"__NA__",4,4,1,1,1,3,1,2,1,4,2,3,2,1,2,2,2,1,3,2,1,6,0.45991575509206,0.534581951340974,0
"433",433,2010-05-07,2010-05-07 15:36:55,2,2,NA,"__NA__",4,NA,"__NA__",NA,"__NA__",11,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don't know","None",3,"__NA__","None",3,"__NA__",2,2,3,3,2,3,3,3,2,2,2,11,1,1,11,11,1,1,4,6,1,3,11,1,1,11,10,11,10,1,"__NA__",1,"__NA__",6,3,3,1,1,1,5,3,1,2,1,1,1,3,3,3,1,4,3,2,1,5,1.46312261613555,1.10489962591882,NA
"434",434,2010-05-07,2010-05-07 15:38:17,1,1,1,"__NA__",4,4,"__NA__",3,"__NA__",10,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","global warming",12,"__NA__","devolution",7,"__NA__",6,5,6,5,2,3,3,3,2,2,2,7,1,9,8,8,1,8,9,7,12,5,11,1,11,8,8,1,1,4,"__NA__",1,"__NA__",4,1,1,1,1,1,1,2,1,2,2,3,2,1,1,1,1,1,3,1,2,8,0.405041361703894,0.199746995392919,1
"435",435,2010-05-07,2010-05-07 15:38:49,1,1,1,"__NA__",4,5,"Loyalty to good constituency MP. Probably would have voted Lib Dem under a PR system though.",NA,"__NA__",3,2,1,1,1,1,1,2,2,1,"Christian Party, UK Communist Party",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,1,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","Economy",3,"__NA__","Economy",3,"__NA__",2,2,6,5,3,1,3,1,2,2,3,8,2,9,4,8,1,9,12,11,12,12,11,1,9,4,7,1,1,3,"__NA__",3,"__NA__",1,1,2,1,2,2,2,2,1,2,2,2,2,4,4,4,4,1,2,2,1,8,0.114691058596114,0.122932714282006,0
"436",436,2010-05-07,2010-05-07 15:39:15,2,1,2,"__NA__",2,1,"__NA__",NA,"__NA__",2,2,2,1,2,1,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,1,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","ecomany",4,"__NA__","ecomany",4,"__NA__",5,3,4,3,5,3,5,3,4,4,3,3,8,4,4,3,8,5,12,12,12,12,5,8,2,6,2,8,1,2,"__NA__",4,"__NA__",6,5,5,1,2,1,1,2,1,3,3,3,3,2,3,3,5,4,3,1,2,5,2.00633380563855,1.56367009088611,0
"437",437,2010-05-07,2010-05-07 15:39:38,3,1,1,"__NA__",1,5,"all of them promise to do things but when in power the promises are not kept but labour seem to do the most in my area",NA,"__NA__",9,2,2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,2,1,1,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","cost of living",2,"__NA__","cost of everything going up and not the wages",2,"__NA__",3,5,4,3,5,1,5,4,2,2,6,8,1,4,3,4,3,5,12,12,12,12,11,1,2,1,2,2,2,1,"__NA__",1,"__NA__",6,2,2,1,3,3,3,5,1,4,4,4,4,4,3,3,3,4,2,2,2,5,1.13964287954429,0.988383895332923,0
"438",438,2010-05-07,2010-05-07 15:40:29,1,1,2,"__NA__",4,1,"__NA__",NA,"__NA__",2,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,2,2,2,2,2,2,2,"__NA__",3,2,3,NA,NA,NA,NA,NA,NA,"Europe","Membership of Europe and the single currency",4,"__NA__","None",4,"__NA__",3,1,5,1,4,1,4,2,5,4,4,2,10,5,3,2,10,7,12,12,12,12,1,10,3,1,1,1,1,2,"__NA__",2,"__NA__",1,2,2,1,2,2,2,2,1,1,1,1,1,5,5,5,5,2,3,1,1,2,0.443607149529926,0.499059644929276,0
"439",439,2010-05-07,2010-05-07 15:41:25,1,1,2,"__NA__",1,1,"__NA__",NA,"__NA__",2,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Political System","HUNG PARLIAMENT",4,"__NA__","Surge of Welsh Nationalism",12,"__NA__",4,3,4,3,4,3,4,3,5,3,4,4,8,4,1,1,8,4,4,12,12,12,1,11,3,1,3,3,1,2,"__NA__",7,"__NA__",1,5,2,1,1,3,1,2,1,2,3,2,2,5,5,4,4,2,3,1,1,6,0.342162242614249,0.38488417982852,0
"440",440,2010-05-07,2010-05-07 15:42:44,1,1,3,"__NA__",1,5,"Candidate from my prefered party was unaceptable.",NA,"__NA__",1,3,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Political System","Will the parties find a way of working together, as the public want them to do.",3,"__NA__","Should we stay or pull out of the UK",12,"__NA__",2,2,6,5,2,2,2,4,2,1,2,10,1,4,8,9,2,6,5,10,5,12,11,1,6,7,4,1,1,1,"__NA__",4,"__NA__",4,5,1,1,1,1,1,2,1,5,2,5,2,2,1,2,1,1,1,1,1,8,0.174193607258691,0.194814998756652,0
"441",441,2010-05-07,2010-05-07 15:43:16,1,1,1,"__NA__",1,1,"__NA__",NA,"__NA__",1,2,2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,2,1,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","economy",3,"__NA__","jobs",2,"__NA__",2,1,6,5,5,2,4,2,1,2,4,11,1,5,5,11,1,6,5,5,5,5,11,1,1,1,1,1,1,1,"__NA__",1,"__NA__",2,2,1,1,2,2,2,2,1,1,4,1,4,5,5,2,5,2,3,1,1,3,0.546883325389187,0.89390417148054,0
"442",442,2010-05-07,2010-05-07 15:43:32,1,1,3,"__NA__",3,1,"__NA__",NA,"__NA__",9,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,2,1,1,1,2,2,2,2,2,"__NA__",NA,NA,2,NA,1,2,NA,NA,NA,"Political System","Electoral reform",5,"__NA__","Fair replacement of Barnett formula",7,"__NA__",2,2,3,2,2,3,2,5,2,2,1,7,1,10,11,8,3,10,10,9,6,11,6,1,11,11,11,1,1,4,"__NA__",6,"__NA__",4,1,1,1,3,3,1,2,1,3,3,3,2,1,1,2,2,1,3,1,1,8,0.251143959045954,0.148697201858665,0
"443",443,2010-05-07,2010-05-07 15:43:32,2,2,NA,"__NA__",1,NA,"__NA__",NA,"__NA__",10,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,1,2,2,2,2,2,2,"__NA__",6,6,6,NA,6,NA,NA,NA,NA,"Immigration / Asyl","immigration",10,"__NA__","don't know",12,"__NA__",3,3,6,5,4,3,4,3,4,3,3,3,7,8,6,6,6,6,12,6,6,6,12,12,12,12,12,12,8,8,"__NA__",8,"__NA__",6,4,3,1,2,3,3,2,1,5,5,5,5,2,6,6,7,1,3,1,2,1,0.850788555827268,0.629140308011701,NA
"444",444,2010-05-07,2010-05-07 15:45:01,1,1,2,"__NA__",1,1,"__NA__",NA,"__NA__",2,2,1,2,1,2,2,2,2,2,"__NA__",2,2,1,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,2,2,2,1,2,2,2,"__NA__",5,2,4,NA,NA,NA,NA,3,NA,"Immigration / Asyl","Immigration",4,"__NA__","economy",4,"__NA__",4,2,4,2,4,2,4,2,5,5,5,1,11,2,1,1,11,2,1,4,11,12,1,11,1,1,1,8,1,2,"__NA__",2,"__NA__",1,3,3,1,2,3,3,2,1,2,4,2,4,5,5,5,5,2,1,2,1,2,0.403591813144075,0.483493304702726,0
"445",445,2010-05-07,2010-05-07 15:45:07,1,1,1,"__NA__",4,2,"__NA__",NA,"__NA__",3,2,2,2,1,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,2,2,2,2,2,2,2,"__NA__",2,4,2,NA,NA,NA,NA,NA,NA,"Immigration / Asyl","immigration",3,"__NA__","jobs",3,"__NA__",1,1,6,5,2,1,3,5,2,6,6,10,1,9,3,9,1,7,3,1,2,3,11,1,9,1,4,1,1,1,"__NA__",3,"__NA__",1,2,3,1,2,3,3,2,1,2,3,3,4,5,5,5,3,2,3,1,2,16,0.625168268309591,0.650557101133649,0
